Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
978,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,4.9,Facebook,Yes,7.4,6.1,Neutral
133,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,8.0,LinkedIn,Yes,4.9,5.9,Negative
812,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.2,YouTube,No,5.9,5.9,Negative
605,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,1.7,LinkedIn,No,7.9,8.3,Positive
640,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,4.6,TikTok,No,6.8,6.5,Neutral
836,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Australia,4.4,Facebook,Yes,6.5,6.5,Neutral
423,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,3.7,TikTok,No,8.8,8.8,Positive
945,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,1.8,YouTube,No,7.9,8.0,Positive
536,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,7.7,YouTube,No,4.9,5.8,Negative
733,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,4.5,Facebook,Yes,7.2,6.5,Neutral
484,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Australia,8.1,Facebook,Yes,5.2,5.5,Negative
711,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,3.5,YouTube,No,7.8,7.2,Positive
190,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Canada,3.4,Instagram,No,7.0,7.3,Positive
762,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,4.0,TikTok,Yes,7.1,7.3,Positive
683,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.8,TikTok,Yes,6.0,6.1,Neutral
478,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,3.8,Twitter,Yes,6.6,6.7,Neutral
942,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,5.6,Twitter,No,6.9,6.0,Neutral
860,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Australia,4.3,Instagram,No,6.4,6.5,Neutral
95,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,UK,4.1,Snapchat,No,6.1,6.2,Neutral
450,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,India,2.5,YouTube,No,7.2,7.0,Positive
208,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,4.5,LinkedIn,Yes,6.2,6.4,Neutral
255,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.7,Facebook,No,5.8,5.5,Negative
944,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,5.2,Facebook,Yes,7.3,6.1,Neutral
643,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Australia,8.0,Facebook,Yes,5.1,4.9,Negative
550,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.9,Snapchat,Yes,5.7,5.7,Negative
367,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Canada,4.3,LinkedIn,No,6.6,6.7,Neutral
463,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,3.5,YouTube,No,8.3,8.2,Positive
666,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,UK,7.6,LinkedIn,Yes,6.0,4.5,Negative
659,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.1,LinkedIn,Yes,5.8,4.1,Negative
676,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.0,YouTube,Yes,5.4,5.9,Negative
770,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.0,YouTube,Yes,5.9,4.1,Negative
669,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.0,LinkedIn,Yes,5.0,4.5,Negative
403,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,2.7,Instagram,No,7.8,8.8,Positive
311,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,USA,3.9,Snapchat,No,7.1,7.5,Positive
494,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.5,Twitter,Yes,5.4,5.2,Negative
172,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,1.9,Facebook,No,8.4,8.5,Positive
158,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,1.8,LinkedIn,No,8.2,7.2,Positive
685,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,4.9,Facebook,Yes,6.3,6.1,Neutral
748,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,UK,4.3,LinkedIn,Yes,6.2,6.2,Neutral
440,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,2.9,YouTube,Yes,7.1,8.8,Positive
497,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Germany,7.2,Facebook,Yes,5.4,5.7,Negative
433,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.9,LinkedIn,Yes,4.7,4.1,Negative
105,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Germany,2.5,Instagram,No,8.3,7.2,Positive
694,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.8,LinkedIn,No,7.4,7.3,Positive
266,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,5.8,Snapchat,Yes,7.2,6.1,Neutral
240,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,5.9,Facebook,Yes,5.8,4.7,Negative
151,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,2.6,Instagram,No,7.5,8.8,Positive
280,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.2,Twitter,Yes,6.8,6.9,Neutral
964,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,1.7,Snapchat,No,8.5,7.7,Positive
719,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,2.8,Twitter,No,7.0,7.8,Positive
445,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.8,Facebook,No,7.4,8.8,Positive
29,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.1,LinkedIn,Yes,6.5,6.8,Neutral
205,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,3.7,Instagram,Yes,6.5,6.9,Neutral
976,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,India,1.5,Snapchat,No,7.2,7.7,Positive
531,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,UK,3.5,Facebook,No,7.9,8.5,Positive
439,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.8,Facebook,No,6.5,6.4,Neutral
673,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.1,YouTube,No,6.2,6.6,Neutral
902,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,5.4,Snapchat,Yes,6.3,6.5,Neutral
591,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.7,YouTube,Yes,5.5,4.9,Negative
888,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.4,Facebook,Yes,5.3,5.5,Negative
621,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,India,3.8,Facebook,No,6.3,6.8,Neutral
471,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.4,LinkedIn,Yes,5.7,5.7,Negative
709,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,2.0,LinkedIn,No,7.5,8.3,Positive
356,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.3,Facebook,Yes,5.8,5.3,Negative
142,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Canada,5.8,Facebook,Yes,5.5,4.1,Negative
468,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Canada,7.2,Snapchat,Yes,5.1,4.6,Negative
943,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.6,LinkedIn,No,8.4,7.6,Positive
680,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.6,TikTok,Yes,5.2,4.1,Negative
623,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,3.8,TikTok,No,7.4,6.8,Neutral
757,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.1,Twitter,Yes,5.8,4.4,Negative
667,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,UK,2.9,TikTok,No,7.5,7.9,Positive
882,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,3.7,Instagram,Yes,8.8,9.0,Positive
641,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Australia,7.0,Facebook,Yes,5.9,4.1,Negative
67,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,3.9,Instagram,No,7.7,8.3,Positive
36,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,6.0,YouTube,Yes,5.6,4.2,Negative
81,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,2.3,TikTok,No,8.0,7.2,Positive
51,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,2.3,TikTok,Yes,8.0,8.5,Positive
887,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,3.5,Twitter,Yes,6.0,7.0,Neutral
916,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.8,Instagram,No,6.0,5.3,Negative
886,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,UK,7.4,Instagram,Yes,5.2,4.7,Negative
416,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Germany,3.2,LinkedIn,No,8.9,7.5,Positive
351,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,5.8,Twitter,Yes,4.8,5.0,Negative
396,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.9,Instagram,Yes,5.7,4.6,Negative
839,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,2.6,Twitter,No,8.2,7.2,Positive
481,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,2.3,YouTube,No,7.2,7.4,Positive
988,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,5.5,Instagram,Yes,5.9,4.3,Negative
756,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,4.0,Snapchat,No,8.6,8.6,Positive
349,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.2,LinkedIn,No,4.7,4.3,Negative
963,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,4.7,Snapchat,No,6.1,6.6,Neutral
429,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,UK,3.7,YouTube,No,8.6,8.4,Positive
855,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.0,LinkedIn,No,6.0,5.8,Negative
538,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.8,TikTok,Yes,5.0,4.8,Negative
413,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,3.9,Instagram,No,6.6,6.8,Neutral
713,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,7.2,YouTube,Yes,5.9,5.0,Negative
96,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.2,Twitter,No,5.4,5.4,Negative
561,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Canada,7.7,Twitter,Yes,5.6,4.5,Negative
1,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,USA,4.0,Twitter,No,7.6,8.6,Positive
647,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,4.2,LinkedIn,No,6.8,6.5,Neutral
769,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,USA,3.9,LinkedIn,No,7.2,6.7,Neutral
527,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,UK,4.7,TikTok,Yes,6.2,6.3,Neutral
195,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,7.3,Snapchat,No,5.0,5.8,Negative
139,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,India,6.4,TikTok,No,5.3,4.9,Negative
38,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.3,YouTube,No,7.4,7.1,Positive
696,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.7,Twitter,Yes,6.0,4.6,Negative
235,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.6,Facebook,Yes,5.1,4.3,Negative
464,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,4.5,Instagram,Yes,6.6,6.3,Neutral
303,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.0,YouTube,No,7.1,8.3,Positive
604,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.2,Facebook,No,5.1,4.6,Negative
727,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.6,Instagram,Yes,5.4,5.4,Negative
503,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,8.4,Twitter,Yes,4.6,5.6,Negative
409,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,UK,7.0,Snapchat,Yes,5.6,5.9,Negative
848,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,7.9,Snapchat,Yes,5.8,5.1,Negative
600,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.6,Facebook,No,8.4,8.9,Positive
861,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Canada,5.5,Snapchat,Yes,4.6,5.1,Negative
243,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,2.0,Instagram,No,7.1,7.7,Positive
705,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Australia,5.8,Facebook,Yes,7.4,6.2,Neutral
940,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.3,YouTube,Yes,5.5,4.2,Negative
127,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,3.2,LinkedIn,No,9.0,8.3,Positive
333,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,1.7,YouTube,No,8.5,8.8,Positive
55,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,7.0,Snapchat,Yes,4.8,4.4,Negative
339,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,4.8,Snapchat,No,6.4,6.4,Neutral
307,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.4,Facebook,No,5.0,4.5,Negative
609,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,India,1.8,TikTok,Yes,8.7,7.5,Positive
996,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.0,Twitter,Yes,5.1,4.8,Negative
820,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,2.6,YouTube,No,7.7,8.4,Positive
533,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,1.7,Twitter,No,7.3,8.0,Positive
911,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.0,Instagram,No,7.0,6.8,Neutral
972,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.0,Instagram,Yes,5.4,5.1,Negative
905,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,8.3,YouTube,No,5.9,4.7,Negative
870,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,3.7,LinkedIn,No,7.0,8.5,Positive
381,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,8.4,Snapchat,Yes,5.5,5.6,Negative
359,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,5.5,Twitter,No,5.1,5.3,Negative
284,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,8.0,YouTube,Yes,5.0,4.6,Negative
547,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Australia,2.2,YouTube,No,8.6,8.6,Positive
502,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,7.2,Twitter,Yes,5.9,5.3,Negative
173,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.9,Instagram,Yes,5.6,4.5,Negative
884,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.0,Instagram,Yes,5.8,5.1,Negative
163,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Germany,1.9,YouTube,No,7.7,7.8,Positive
759,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.0,YouTube,Yes,5.3,5.0,Negative
923,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,5.3,Snapchat,No,6.3,6.6,Neutral
241,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.1,Snapchat,No,4.6,5.2,Negative
880,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.2,YouTube,Yes,5.6,4.6,Negative
1,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6.0,Negative
2,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,2.1,Twitter,No,7.5,8.0,Neutral
3,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,6.0,TikTok,Yes,5.0,5.0,Negative
4,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,UK,3.0,YouTube,No,7.0,7.0,Positive
5,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,4.5,Facebook,Yes,6.0,6.0,Negative
6,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Australia,7.2,Instagram,Yes,4.5,4.0,Negative
7,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Germany,1.5,LinkedIn,No,8.0,9.0,Neutral
8,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Brazil,5.8,Snapchat,Yes,6.0,6.0,Negative
9,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Japan,4.0,TikTok,No,6.5,7.0,Positive
10,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,South Korea,3.3,Instagram,No,7.0,7.0,Positive
11,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,France,4.8,Snapchat,Yes,6.2,5.0,Negative
12,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Spain,5.5,TikTok,Yes,5.8,6.0,Negative
13,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Italy,2.8,LinkedIn,No,7.2,8.0,Positive
14,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Mexico,6.5,Instagram,Yes,5.5,5.0,Negative
15,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Russia,3.7,YouTube,No,6.8,7.0,Positive
16,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,China,4.2,TikTok,Yes,6.0,6.0,Negative
17,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Sweden,2.0,LinkedIn,No,7.8,8.0,Neutral
18,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Norway,5.0,Instagram,Yes,5.7,5.0,Negative
19,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Denmark,3.5,Facebook,No,6.7,7.0,Positive
20,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Netherlands,4.7,Snapchat,Yes,5.9,6.0,Negative
21,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Belgium,5.3,TikTok,Yes,5.5,5.0,Negative
22,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Switzerland,2.5,LinkedIn,No,7.3,8.0,Positive
23,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Austria,4.9,Instagram,Yes,5.8,6.0,Negative
24,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Portugal,5.7,TikTok,Yes,5.4,5.0,Negative
25,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Greece,3.2,Facebook,No,6.9,7.0,Positive
26,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Ireland,6.1,Instagram,Yes,5.2,5.0,Negative
27,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,New Zealand,3.8,YouTube,No,6.6,7.0,Positive
28,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Singapore,4.4,TikTok,Yes,5.9,6.0,Negative
